"var1.pred","var1.var","long","lat","optional"
0.563248479276193,NA,9.15717346721937,39.1819693767865,TRUE
0.606307170719831,NA,9.15746292009804,39.1819689859978,TRUE
0.588081520736101,NA,9.15775237297106,39.1819685944901,TRUE
0.583619701683324,NA,9.15804182583846,39.1819682022634,TRUE
0.519624555474006,NA,9.15833127870021,39.1819678093177,TRUE
0.457628934094723,NA,9.15862073155628,39.1819674156529,TRUE
0.449213118318131,NA,9.15891018440668,39.1819670212692,TRUE
0.44830743311516,NA,9.15919963725141,39.1819666261664,TRUE
0.462813837324839,NA,9.15948909009044,39.1819662303446,TRUE
0.430661291933952,NA,9.15977854292374,39.1819658338038,TRUE
0.440080126143723,NA,9.16006799575134,39.181965436544,TRUE
0.45930149406256,NA,9.16035744857322,39.1819650385651,TRUE
0.42268655980724,NA,9.16064690138937,39.1819646398673,TRUE
0.417951571835627,NA,9.16093635419975,39.1819642404504,TRUE
0.417951571835627,NA,9.1612258070044,39.1819638403145,TRUE
0.761172982386459,NA,9.15630560743593,39.1821958208739,TRUE
0.761172982386459,NA,9.15659506125531,39.1821954322391,TRUE
0.761172982386459,NA,9.15688451506906,39.1821950428854,TRUE
0.698632462771956,NA,9.15717396887719,39.1821946528126,TRUE
0.692648454469565,NA,9.15746342267972,39.1821942620208,TRUE
0.669451268686346,NA,9.15775287647661,39.18219387051,TRUE
0.624093189210112,NA,9.15804233026784,39.1821934782801,TRUE
0.546097137726093,NA,9.15833178405343,39.1821930853313,TRUE
0.40584628216303,NA,9.15862123783336,39.1821926916634,TRUE
0.445713977980962,NA,9.15891069160763,39.1821922972764,TRUE
0.499385595805203,NA,9.15920014537619,39.1821919021705,TRUE
0.502796200429791,NA,9.15948959913905,39.1821915063456,TRUE
0.440355131782084,NA,9.15977905289622,39.1821911098016,TRUE
0.489067105973801,NA,9.16006850664768,39.1821907125386,TRUE
0.500884157133796,NA,9.16035796039342,39.1821903145566,TRUE
0.422561957589779,NA,9.16064741413341,39.1821899158556,TRUE
0.417951571835627,NA,9.16093686786765,39.1821895164355,TRUE
0.417951571835627,NA,9.16122632159614,39.1821891162965,TRUE
0.813407802240993,NA,9.15572719682462,39.1824218720192,TRUE
0.787815424355053,NA,9.15601665157901,39.1824214848194,TRUE
0.842379972249502,NA,9.15630610632781,39.1824210969006,TRUE
0.84194695871888,NA,9.15659556107103,39.1824207082627,TRUE
0.871861401594537,NA,9.15688501580864,39.1824203189059,TRUE
0.799562464001001,NA,9.15717447054064,39.18241992883,TRUE
0.776790168683549,NA,9.15746392526703,39.182419538035,TRUE
0.757431317382757,NA,9.15775337998777,39.1824191465211,TRUE
0.723700352890326,NA,9.15804283470287,39.1824187542881,TRUE
0.684979694312099,NA,9.15833228941234,39.1824183613361,TRUE
0.628472162815366,NA,9.15862174411612,39.1824179676651,TRUE
0.743446261678716,NA,9.15891119881424,39.182417573275,TRUE
0.681627951326392,NA,9.15920065350667,39.1824171781659,TRUE
0.604869238256979,NA,9.1594901081934,39.1824167823378,TRUE
0.562385186987902,NA,9.15977956287442,39.1824163857907,TRUE
0.592065205006502,NA,9.16006901754975,39.1824159885246,TRUE
0.618028981714409,NA,9.16035847221933,39.1824155905393,TRUE
0.723131141108451,NA,9.16064792688318,39.1824151918351,TRUE
0.740313037368537,NA,9.16093738154128,39.1824147924119,TRUE
0.794832978747316,NA,9.16122683619363,39.1824143922696,TRUE
1,NA,9.16151629084023,39.1824139914084,TRUE
1,NA,9.16180574548103,39.182413589828,TRUE
0.813407802240993,NA,9.15543823819048,39.1826475345271,TRUE
0.813609693917914,NA,9.15572769387433,39.1826471480433,TRUE
0.847255820348575,NA,9.1560171495526,39.1826467608404,TRUE
0.844884493855624,NA,9.15630660522527,39.1826463729185,TRUE
0.861614513686863,NA,9.15659606089237,39.1826459842776,TRUE
0.900915908240037,NA,9.15688551655385,39.1826455949176,TRUE
0.860761866526217,NA,9.15717497220973,39.1826452048386,TRUE
0.847482471415394,NA,9.15746442785998,39.1826448140405,TRUE
0.814923727788316,NA,9.15775388350459,39.1826444225234,TRUE
0.82115833205233,NA,9.15804333914358,39.1826440302874,TRUE
0.871529602936314,NA,9.15833279477689,39.1826436373322,TRUE
0.934500861308039,NA,9.15862225040455,39.182643243658,TRUE
0.928525892080253,NA,9.15891170602653,39.1826428492649,TRUE
0.810601624053257,NA,9.15920116164285,39.1826424541526,TRUE
0.720635072932028,NA,9.15949061725344,39.1826420583213,TRUE
0.69596414521764,NA,9.15978007285835,39.182641661771,TRUE
0.702314206303367,NA,9.16006952845754,39.1826412645017,TRUE
0.726298852110753,NA,9.16035898405098,39.1826408665134,TRUE
0.859938260308711,NA,9.16064843963872,39.182640467806,TRUE
0.875601702064186,NA,9.16093789522068,39.1826400683795,TRUE
0.858859978724801,NA,9.16122735079692,39.1826396682341,TRUE
1,NA,9.16151680636736,39.1826392673696,TRUE
1,NA,9.16180626193204,39.1826388657861,TRUE
1,NA,9.16209571749093,39.1826384634835,TRUE
1,NA,9.16238517304401,39.182638060462,TRUE
0.842572916605635,NA,9.15514927770863,39.1828731963135,TRUE
0.819945000958207,NA,9.1554387343219,39.1828728105456,TRUE
0.848813033745366,NA,9.15572819092961,39.1828724240586,TRUE
0.863533214614272,NA,9.15601764753177,39.1828720368527,TRUE
0.871059807996866,NA,9.15630710412833,39.1828716489277,TRUE
0.88223146879536,NA,9.15659656071929,39.1828712602836,TRUE
0.887740114076529,NA,9.15688601730465,39.1828708709206,TRUE
0.902276032449115,NA,9.15717547388442,39.1828704808384,TRUE
0.877859799217918,NA,9.15746493045856,39.1828700900373,TRUE
0.886293780253168,NA,9.15775438702706,39.1828696985171,TRUE
0.882007326931768,NA,9.15804384358993,39.1828693062779,TRUE
0.920745949445194,NA,9.15833330014713,39.1828689133196,TRUE
0.950789505293906,NA,9.15862275669865,39.1828685196423,TRUE
0.874197930592297,NA,9.15891221324453,39.1828681252459,TRUE
0.829208090741579,NA,9.1592016697847,39.1828677301305,TRUE
0.811939885902199,NA,9.1594911263192,39.1828673342961,TRUE
0.813494684547632,NA,9.15978058284798,39.1828669377426,TRUE
0.816331695427434,NA,9.16007003937106,39.1828665404702,TRUE
0.875921990651112,NA,9.16035949588838,39.1828661424786,TRUE
0.912418529328052,NA,9.16064895239998,39.182865743768,TRUE
0.927132888887043,NA,9.16093840890586,39.1828653443384,TRUE
1,NA,9.16122786540596,39.1828649441898,TRUE
1,NA,9.16151732190028,39.1828645433221,TRUE
1,NA,9.16180677838883,39.1828641417354,TRUE
1,NA,9.1620962348716,39.1828637394296,TRUE
1,NA,9.16238569134858,39.1828633364048,TRUE
1,NA,9.16267514781972,39.182862932661,TRUE
0.845415783669384,NA,9.15486031537899,39.1830988573782,TRUE
0.844397103766308,NA,9.1551497729217,39.1830984723263,TRUE
0.824435716782062,NA,9.15543923045887,39.1830980865553,TRUE
0.878690394757574,NA,9.15572868799048,39.1830977000653,TRUE
0.87188649882232,NA,9.1560181455165,39.1830973128562,TRUE
0.86433948955046,NA,9.15630760303698,39.1830969249281,TRUE
0.866877587655556,NA,9.15659706055183,39.183096536281,TRUE
0.855441127825823,NA,9.15688651806111,39.1830961469148,TRUE
0.874362363065197,NA,9.15717597556473,39.1830957568296,TRUE
